coder,post_number,user,topic,raw,pers_exp,emot_exp,pol_opin,breadth,valence,contr,created_at,reply_to_post_number,reply_chain,vm,key,value,key...7,value...8,key...9,value...10
,41,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Er sollte wenn wir wollen wenn wir nicht wieder vorher eine Party machen wie in Hamburg wo den Menschen im Schanzen-viertel alles kaputt und klein geschlagen wurde nur weil eine Frau wie hieß sie nochmal ??? Unbedingt der Welt zeigen wollte das sie machen kann was sie möchte ohne Rücksicht auf Verluste und die Bewohner warten immer noch auf Hilfe bzw.Versprechungen wie wir werden beim Bezahlen Großzügig sein.,,,,,,,2017-09-02T15:53:21Z,12,der neun Punkte Plan sollte unbedingt eingehalten werden,vm1,,,,,,
,42,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Sinnvoll sehr gut ich hör wohl nicht Richtig. Nichts aber rein gar nichts wird von dem was da geschrieben steht passieren. Solange diese Frau machen kann was sie will und wo sie es will ha-ha.,,,,,,,2017-09-02T15:55:26Z,32,"Ich finde den 9 Plan sinvoll, sehr gut.....kann mich schutzen",vm1,,,,,,
,43,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Das ist noch nicht mal schnell überlegt,das hat man mal so gedacht obwohl man schon im voraus wusste, dehnen werfen wir mal einen Knochen hin an dem können sie nagen und wenn sie fertig sind sind die Bundestags Wahlen vorüber und dann geht es genau so weiter TOLL.",,,,,,,2017-09-02T15:58:19Z,38,"Da wurde sich wieder einmal ......etwas auf die schnelle überlegt, um die beunruhigten-verängstigten Bürger für einige Zeit ruhig zu stellen.",vm1,,,,,,
,44,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Wenn ich mal keine Themen mehr zum Träumen habe,dann träume ich von dem 9 Punkte Plan und lach mich Tod.",,,,,,,2017-09-02T15:59:21Z,39,"wäre schon super erst mal diese Punkte auch in die Tat umzusetzen ,",vm1,,,,,,
,45,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Hallo Sammy was war das für eine Keule gestern?? Also von dem ganzen 9 Punkte Plan wird wenn überhaupt das Papier überbleiben und das frisst dann der Reißwolf und die Großkopferten in Berlin lachen sich das Schnitzel aus dem Gesicht.,,,,,,,2017-09-02T16:02:21Z,30,"Spätestens wenn die Wahlen vorbei sind, haben die Politiker doch all ihre Versprechen wieder vergessen.",vm1,,,,,,
,46,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Ja Hamburg ist so ein Thema da werden wir mal ein richtig gutes Urteil sprechen dann wird alles wieder gut. Was ist mit den Anwohnern im Schanzenviertel da ist im nachhinein genau so wenig passiert wie der 9 Punkte plan. Es wird Versprochen bis sich die Balken biegen und alle hoffen,das sie nicht brechen denn dann könnte ja alle sehen das wir in Berlin nur Hohlfrassen dreschen.",,,,,,,2017-09-02T16:06:28Z,26,"Also ich finde auch, an für sich klingt er ja gut. Bzw. etwas überlegt. Aber wie wollen viele Dinge umgesetzt werden? Mehr Polizei? Woher? Siehe erst Hamburg mit den ganzen Ausschreitungen. Sehe ich bei uns im Ort, für einen riesen Landkreis am Wochenende gibt es nur ein Einsatzfahrzeug. Heißt teils mehrere Stunden warten, wenn was ist. Oder oft kommt keiner. Was dazu führt, das nicht mehr Polizei da ist, sonder ein Privater Sicherheitsdienst von der Stadt geholt wurde. Also der 9 Punkte Plan beruhigt mich wenig.",vm1,,,,,,
,47,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Richtig Franzi.,,,,,,,2017-09-02T16:07:27Z,4,Alles nur Schwachsinn Ist im Moment Gesprächsthema nr.1 aber in paar Wochen wieder vergessen Wie jedes andere Thema auch,vm1,,,,,,
,48,renikellner,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),dann wirst du ein langes Leben haben,,,,,,,2017-09-02T17:42:50Z,44,"wäre schon super erst mal diese Punkte auch in die Tat umzusetzen , >>> Wenn ich mal keine Themen mehr zum Träumen habe,dann träume ich von dem 9 Punkte Plan und lach mich Tod.",vm1,,,,,,
,49,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"meiner Meinung nach ist der Plan nicht ganz ausgereift, es müsste mehr getan werden, auch vor Ort, also in den jeweiligen Ländern, aus denen Flüchtlinge zu uns kommen möchten. Außerdem sollte Deutschland aufgrund seines Einflusses versuchen, andere europäische Länder dazu zu bewegen, mehr oder überhaupt Flüchtlinge aufzunehmen, in einige dieser europäischen Länder kassieren Gelder aus der EU, sind aber nicht bereit, Gegenleistungen zu erbringen, wie beispielsweise die Aufnahme von Flüchtlingen oder die Erarbeitung eines sinnvollen Konzeptes, wie man diesen Menschen besser helfen kann. Deutschland kann die Probleme nicht alleine schultern.",,,,,,,2017-09-02T17:57:27Z,NULL,,vm1,,,,,,
,50,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"ich muss dir leider Recht geben, auch, wenn deine Worte im ersten Moment als Schwarzmalerei angesehen werden könnten. Aber die Realität wird leider irgendwo in der Mitte liegen, und zwar in Richtung ""Umsetzung von lediglich einem Punkt dieses Planes"" tendieren.",,,,,,,2017-09-02T17:59:34Z,11,"Es muss meiner Meinung nach, vorallem dieser 9 Punkte-Plan schnellst möglich ümgesetzt werden >>> Wenn von dem 9 Punkte Plan vielleicht einer über bleibt dann wäre das schon ein Erfolg.",vm1,,,,,,
,51,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"richtig, es wird höchste Zeit, obwohl es im Grunde genommen bereits zu spät ist",,,,,,,2017-09-02T18:00:14Z,2,"<div class=wrap><img src=""/uploads/default/original/1X/b66a6075fd4037d5b392e37ba70d7b8cc4887798.jpg"" width=""690"" height=""244""></div> Der Neun-Punkte-Plan wurde in den Medien und in der Bevölkerung viel diskutiert. Uns interessiert: Wie würden Sie ihn genau bewerten, was wären Wörter, mit denen Sie ihn beschreiben können? ## Stimmen Sie jetzt ab! Ich finde den Neun-Punkte-Plan ... [poll type=regular max=20] * gut * schlecht [/poll] [poll name=poll2 type=regular] * Nutzlos * Nützlich [/poll] [poll name=poll3 type=regular] * Unüberlegt * Überlegt [/poll] [poll name=poll4 type=regular] * Beunruhigend * Beruhigend [/poll] [poll name=poll5 type=regular] * Unangenehm * Angenehm [/poll] >>> Es mußte ja nun endlich mal etwas sinnvolles seitens der Regierung passieren, um den Zustrom der Flüchtlinge in den Griff zu bekommen.",vm1,,,,,,
,52,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"genau das steht leider zu befürchten. Auch darf man nicht vergessen, dass wir momentan in der heißen Phase des Wahlkampfes sind.",,,,,,,2017-09-02T18:01:30Z,4,Alles nur Schwachsinn Ist im Moment Gesprächsthema nr.1 aber in paar Wochen wieder vergessen Wie jedes andere Thema auch,vm1,,,,,,
,53,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"ganz genau, ein solcher Plan hätte schon vor zweieinhalb Jahren ausgearbeitet werden müssen. Aber Mutti war im September 2015 einfach zu blauäugig",,,,,,,2017-09-02T18:02:47Z,5,"Meiner Meinung nach zielt alles nur darauf ab,die Bevölkerung noch durchsichtiger zu machen,als Sie so wie so schon ist. Solch ein Plan hätte schon feststehen müssen,bevor ein Unglück passiert. Prävention ! Man geht ja auch nicht erst zum Zahnarzt , wenn alle Zähne schon gammlig sind .",vm1,,,,,,
,54,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"ich gebe dir vollkommen recht, jedoch hätte diese Prävention bereits vor zweieinhalb Jahren erfolgen sollen, bevor die Menschen (!) sich in hohen Zahlen auf den Weg zu uns gemacht haben.",,,,,,,2017-09-02T18:04:07Z,6,Prävention ist in jedem Falle besser als Leichen aufsammeln zu müssen!,vm1,,,,,,
,55,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"ich meine auch: theoretisch ist der Plan eine feine Sache, aber in der Praxis wird er wohl kaum umgesetzt werden, leider",,,,,,,2017-09-02T18:04:59Z,17,"<div class=wrap><img src=""/uploads/default/original/1X/b66a6075fd4037d5b392e37ba70d7b8cc4887798.jpg"" width=""690"" height=""244""></div> Der Neun-Punkte-Plan wurde in den Medien und in der Bevölkerung viel diskutiert. Uns interessiert: Wie würden Sie ihn genau bewerten, was wären Wörter, mit denen Sie ihn beschreiben können? ## Stimmen Sie jetzt ab! Ich finde den Neun-Punkte-Plan ... [poll type=regular max=20] * gut * schlecht [/poll] [poll name=poll2 type=regular] * Nutzlos * Nützlich [/poll] [poll name=poll3 type=regular] * Unüberlegt * Überlegt [/poll] [poll name=poll4 type=regular] * Beunruhigend * Beruhigend [/poll] [poll name=poll5 type=regular] * Unangenehm * Angenehm [/poll] >>> der Plan ist ja nett, nur eigentlich nicht umsetzbar. - mehr Polzisten: wo sollen die denn auf einmal herkommen? Können wir ja so machen wie bei der Bundeswehr (wenn da nicht das Problem wäre, dass sich sehr viele Rechtsorientierte, Waffenfanatiker, ... freiwillig gemeldet haben) aber ich würde die Aufstockung durchaus begrüßen. Dann müssten die bereits angestellten Polizisten nicht mehr ganz so viele Überstunden machen - bessere Zusammenarbeit zwischen den Geheimdiensten: wie wäre es mit einer zentralen Stelle in Brüssel, der dann alles, was mit Terror zu tun hat, gemeldet wird. Meinetwegen auch in Washington, damit Trump nicht gleich beleidigt ist. - bessere Vernetzung: nette Idee, ich glaube nur, dass Polen und Ungarn nicht mitspielen - Bundeswehr: s.o. - Online-Waffenkauf unterbinden: es heißt Darknet (und das nicht ohne Grund); aber wenn man schon mehr Leute beim BND einstellt, um sich darum zu kümmern, dann bitte so viele, dass Pädophile und Drogendealer gleich mitbekämpft werden Forschung: ernsthaft? islamischer Terror erforschen? Ich glaube nicht, dass uns Forschung hilft. Weder verstehen wir bis jetzt vollkommen, warum sich Leute zum IS hingezogen fühlen (allerdings kann ich das bei Rechtsradikalen auch nicht und da weiß man zumindest, dass es etwas mit Gruppendynamik zu tun hat) - Frühwarnsystem beim Asylverfahren: vielleicht sollte man sich erst mal darum kümmern, dass es nicht möglich ist, sich in drei Ländern unter drei Namen registrieren zu lassen (damit wären wir also wieder bei der besseren Vernetzung) - mehr Abschiebungen: wie wäre es, wenn man die finanziellen Mittel aus den Punkten, die nicht funktionieren können, in die Hilfe in den Ländern steckt, so dass dann weniger Flüchtlinge kommen. Das ist wahrscheinlich günstiger als die Kosten für Flug, etc. Und nur wenn wir die Gründe für die Flucht beseitigen, kann es irgendwann eine vernünftige Lösung geben - Internet besser ausspionieren: s. Darknet So, nachdem ich mir zu jedem Punkt Gedanken gemacht habe, komme ich zum Schluss: DER PLAN HÖRT SICH TOLL AN - MEHR ABER AUCH NICHT",vm1,,,,,,
,56,berna,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Deutschland ist mitverantwortlich das so viele menschen Flüchten. Schlielich verkauft Deutschland Waffen in dieser Länder wo Kreig geführt wird,,,,,,,2017-09-02T19:12:55Z,2,"<div class=wrap><img src=""/uploads/default/original/1X/b66a6075fd4037d5b392e37ba70d7b8cc4887798.jpg"" width=""690"" height=""244""></div> Der Neun-Punkte-Plan wurde in den Medien und in der Bevölkerung viel diskutiert. Uns interessiert: Wie würden Sie ihn genau bewerten, was wären Wörter, mit denen Sie ihn beschreiben können? ## Stimmen Sie jetzt ab! Ich finde den Neun-Punkte-Plan ... [poll type=regular max=20] * gut * schlecht [/poll] [poll name=poll2 type=regular] * Nutzlos * Nützlich [/poll] [poll name=poll3 type=regular] * Unüberlegt * Überlegt [/poll] [poll name=poll4 type=regular] * Beunruhigend * Beruhigend [/poll] [poll name=poll5 type=regular] * Unangenehm * Angenehm [/poll] >>> Es mußte ja nun endlich mal etwas sinnvolles seitens der Regierung passieren, um den Zustrom der Flüchtlinge in den Griff zu bekommen.",vm1,,,,,,
,57,dana13,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Besser haben Plan,alsnichts machen.",,,,,,,2017-09-02T20:30:35Z,NULL,,vm1,,,,,,
,58,Maksimo,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),auf einer Party sollte mach doch feiern und fröhlich sein und nicht alles kurz und klein schlagen oder kaputt machen,,,,,,,2017-09-02T20:34:26Z,41,der neun Punkte Plan sollte unbedingt eingehalten werden >>> Er sollte wenn wir wollen wenn wir nicht wieder vorher eine Party machen wie in Hamburg wo den Menschen im Schanzen-viertel alles kaputt und klein geschlagen wurde nur weil eine Frau wie hieß sie nochmal ??? Unbedingt der Welt zeigen wollte das sie machen kann was sie möchte ohne Rücksicht auf Verluste und die Bewohner warten immer noch auf Hilfe bzw.Versprechungen wie wir werden beim Bezahlen Großzügig sein.,vm1,,,,,,
,59,mona70,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Hoffentlich wird er nicht in ein paar Wochen wieder vergessen.,,,,,,,2017-09-03T07:35:51Z,NULL,,vm1,,,,,,
,60,studentin,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Schlecht ist der 9-Punkte Plan nicht, aber er ist zu schwach um den Terror wirklich bekämpfen zu können.",,,,,,,2017-09-03T09:03:09Z,NULL,,vm1,,,,,,
,61,fmanu,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Wenn er schnell umgesetzt und an der ein oder anderen Stelle verbessert wird ist es sicher hilfreicher als nichts zu tun,,,,,,,2017-09-03T09:29:09Z,NULL,,vm1,,,,,,
,62,Sammy,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Hallo Holwurmpaul! Ja schon heftig die Keule :wink:! Von dem 9. Punkte Plan wird nur das Papier übrig bleiben. Da hast Du vollkommen recht! Das Thema ist ja nicht auch erst kurz vor den Wahlen entstanden. Es ist ein sehr wichtiges Thema das die Politik spätestens bereits im letzten Jahr schon hätten anpacken müssen!,,,,,,,2017-09-03T10:17:42Z,45,"Spätestens wenn die Wahlen vorbei sind, haben die Politiker doch all ihre Versprechen wieder vergessen. >>> Hallo Sammy was war das für eine Keule gestern?? Also von dem ganzen 9 Punkte Plan wird wenn überhaupt das Papier überbleiben und das frisst dann der Reißwolf und die Großkopferten in Berlin lachen sich das Schnitzel aus dem Gesicht.",vm1,,,,,,
,63,Simon,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Auf dem Papier klingt der Plan gut, aber wie immer wird es auf die konkrete Umsetzung ankommen.",,,,,,,2017-09-03T11:10:07Z,NULL,,vm1,,,,,,
,64,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Richtig das sind Themen dabei über die hat glaube ich schon der Schmitt gesprochen das war übrigens noch ein Kanzler meiner Meinung nach. Wenn der so gewesen wäre wie diese Tranfunzeln die heute in Berlin sitzen,wäre damals Hamburg abgesoffen. Denn es wiederholt sich alles denn als er damals die Bundeswehr angefordert hat um den Flutopfern zu helfen schrien die gleiche Sorte von Menschen dagegen. Deutschland Deutschland über alles über alles wächst mal Gras das wars:-((",,,,,,,2017-09-03T14:01:34Z,62,"Spätestens wenn die Wahlen vorbei sind, haben die Politiker doch all ihre Versprechen wieder vergessen. >>> Hallo Sammy was war das für eine Keule gestern?? Also von dem ganzen 9 Punkte Plan wird wenn überhaupt das Papier überbleiben und das frisst dann der Reißwolf und die Großkopferten in Berlin lachen sich das Schnitzel aus dem Gesicht. >>> Hallo Holwurmpaul! Ja schon heftig die Keule :wink:! Von dem 9. Punkte Plan wird nur das Papier übrig bleiben. Da hast Du vollkommen recht! Das Thema ist ja nicht auch erst kurz vor den Wahlen entstanden. Es ist ein sehr wichtiges Thema das die Politik spätestens bereits im letzten Jahr schon hätten anpacken müssen!",vm1,,,,,,
,65,Sammy,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Oh ja..............ich glaube die Herren Altkanzler würden sich allesamt im Grabe umdrehen! Von Thorsten Schulte (Kopp Verlag) gibt es eine interessante Lektüre: Kontrollverlust!,,,,,,,2017-09-04T15:26:34Z,64,"Spätestens wenn die Wahlen vorbei sind, haben die Politiker doch all ihre Versprechen wieder vergessen. >>> Hallo Sammy was war das für eine Keule gestern?? Also von dem ganzen 9 Punkte Plan wird wenn überhaupt das Papier überbleiben und das frisst dann der Reißwolf und die Großkopferten in Berlin lachen sich das Schnitzel aus dem Gesicht. >>> Hallo Holwurmpaul! Ja schon heftig die Keule :wink:! Von dem 9. Punkte Plan wird nur das Papier übrig bleiben. Da hast Du vollkommen recht! Das Thema ist ja nicht auch erst kurz vor den Wahlen entstanden. Es ist ein sehr wichtiges Thema das die Politik spätestens bereits im letzten Jahr schon hätten anpacken müssen! >>> Richtig das sind Themen dabei über die hat glaube ich schon der Schmitt gesprochen das war übrigens noch ein Kanzler meiner Meinung nach. Wenn der so gewesen wäre wie diese Tranfunzeln die heute in Berlin sitzen,wäre damals Hamburg abgesoffen. Denn es wiederholt sich alles denn als er damals die Bundeswehr angefordert hat um den Flutopfern zu helfen schrien die gleiche Sorte von Menschen dagegen. Deutschland Deutschland über alles über alles wächst mal Gras das wars:-((",vm1,,,,,,
,66,holzwurmpaul,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),Hallo pidder es muss aber noch einer den Ofen anmachen sonst bleibt es so wie es war:sob:,,,,,,,2017-09-04T15:31:48Z,52,"Alles nur Schwachsinn Ist im Moment Gesprächsthema nr.1 aber in paar Wochen wieder vergessen Wie jedes andere Thema auch >>> genau das steht leider zu befürchten. Auch darf man nicht vergessen, dass wir momentan in der heißen Phase des Wahlkampfes sind.",vm1,,,,,,
,67,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),das hast du sehr gut erkannt und ausgedrückt! Sauber!,,,,,,,2017-09-04T19:28:22Z,66,"Alles nur Schwachsinn Ist im Moment Gesprächsthema nr.1 aber in paar Wochen wieder vergessen Wie jedes andere Thema auch >>> genau das steht leider zu befürchten. Auch darf man nicht vergessen, dass wir momentan in der heißen Phase des Wahlkampfes sind. >>> Hallo pidder es muss aber noch einer den Ofen anmachen sonst bleibt es so wie es war:sob:",vm1,,,,,,
,68,pidder,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (77),"Schmidt Schnauze hatte noch Profil und eine ganze Menge Verstand, bis ins hohe Alter.",,,,,,,2017-09-04T19:29:08Z,65,"Spätestens wenn die Wahlen vorbei sind, haben die Politiker doch all ihre Versprechen wieder vergessen. >>> Hallo Sammy was war das für eine Keule gestern?? Also von dem ganzen 9 Punkte Plan wird wenn überhaupt das Papier überbleiben und das frisst dann der Reißwolf und die Großkopferten in Berlin lachen sich das Schnitzel aus dem Gesicht. >>> Hallo Holwurmpaul! Ja schon heftig die Keule :wink:! Von dem 9. Punkte Plan wird nur das Papier übrig bleiben. Da hast Du vollkommen recht! Das Thema ist ja nicht auch erst kurz vor den Wahlen entstanden. Es ist ein sehr wichtiges Thema das die Politik spätestens bereits im letzten Jahr schon hätten anpacken müssen! >>> Richtig das sind Themen dabei über die hat glaube ich schon der Schmitt gesprochen das war übrigens noch ein Kanzler meiner Meinung nach. Wenn der so gewesen wäre wie diese Tranfunzeln die heute in Berlin sitzen,wäre damals Hamburg abgesoffen. Denn es wiederholt sich alles denn als er damals die Bundeswehr angefordert hat um den Flutopfern zu helfen schrien die gleiche Sorte von Menschen dagegen. Deutschland Deutschland über alles über alles wächst mal Gras das wars:-(( >>> Oh ja..............ich glaube die Herren Altkanzler würden sich allesamt im Grabe umdrehen! Von Thorsten Schulte (Kopp Verlag) gibt es eine interessante Lektüre: Kontrollverlust!",vm1,,,,,,
