post_number,topic,user,raw,created_at,reply_to_post_number,key,value,key,value
62,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),tiki,"trotzhaltung nützt ja nix, spielt einfach mal gedanklich durch, was ihr im fall tut wenn ihr betroffen seid - einfach zur vorbereitung, denn schockstarre wäre nix gut ... ich bin realistischer, lebe in berlin und ich denke auch die die häufigkeit von terror expotenional zunehmen wird, es steckt noch in den anfängen .. und da ich weiß wie lange die polizei im notfall braucht und wie zögerlich die dann handeln weil sie leider keinen abknallen dürfen .. ja da verlasse ich mich auf mich selber ...ist euch schon mal aufgefallen, das die terroristen in anderen ländern wie auch frankreich meistens erschossen werden und bei uns nur angeschossen und dann viel geld kosten ? unsre polizei darf leider nicht durchgreifen .. das ist das problem .",2017-09-04 20:48:02.395713,NULL,NULL,NULL,NULL,NULL
63,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),tiki,oder aufs smartphone guckt .. genau ..,2017-09-04 20:51:08.653044,45,NULL,NULL,NULL,NULL
64,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),tiki,".. kommt doch darauf an wo du wohnst, wieviel du unterwegs bist usw. ... kann man nicht verallgemeinern, also in hintertupfingen hätte ich auch weniger bedenken .. ich habe keine angst, aber ich gehe konflikten gerne aus dem weg, muß ja nicht sein ... und ich bin realistisch, es wird zunehmen und dann sind viele nicht mehr sicher, die es heute noch glauben ... man sollte nicht überängstlich sein, aber sich auch nicht zu sicher fühlen. es kann auch dich durch zufall treffen, bist du darauf vorbereitet zu sterben oder nicht, das ist die frage die du dir stellen sollest .. wenn du bereit bist zu sterben, dann kannst du auch zurückschlagen. sonst läufst du weg und der typ schiesst dir eiskalt in den rücken und, weil alle weglaufen, statt zu kämpfen, gibt es auch soviele opfer ... man kann diese typen ja stoppen, das haben die leute in paris beweisen, als sie die stühle draufwarten .. statt stühlen sollte man aber pflastersteine nehmen ... es gäbe weniger opfer wenn die leute nicht wie hasen rennen würden, fünf leute können so einen typen doch überwältigen und stoppen .. heute läuft jeder nur noch, weil er nur an sich selber denkt .. mehr zivilcourage wäre nötig in unserem land ...",2017-09-04 20:57:06.013536,52,NULL,NULL,NULL,NULL
65,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),Winnetou,"Ich lebe zwar nicht in Angst, bin aber besorgt. Und zwar besorgt um unsere Politiker, die so langsam reagieren auf die Terror-Bedrohung, dass sie fast gar nichts machen, um uns - die Bevölkerung - stärker zu schützen!",2017-09-05 09:02:55.318824,NULL,NULL,NULL,NULL,NULL
66,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),BirgitK,Da kann ich dir nur beipflichten. Ja die Hemmschwelle wird immer geringer. Man sieht es ja bei Fussballspielen ( aber das ist angeblich fankultur) . Ich Versuche auch mein Leben weiter zuführen ohne mich von der Angst unterkriegen zu kassen,2017-09-05 12:31:59.552805,23,+1|retort,"[""coco27"", ""Winnetou""]",NULL,NULL
67,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),Stm16,"Als Berliner war ich vom Anschlag im Dezember im vergangenen Jahr zwar nicht direkt betroffen. Aber durch das sofortige besorgte Nachfragen meiner Eltern, noch bevor ich etwas davon mitbekommen hatte, wurde mir gezeigt, dass der islamistische Terrorismus auch außerhalb der Opfer Wirkung zeigt. Weil ich häufig Konzerte besuche, hat mich auch der Anschlag in Paris im Bataclan sehr beschäftigt. Die größer gewordene Alltagsbezogenheit des Terrorismus ist es, die die Menschen, je nach Persönlichkeit, mal stärker, mal weniger stark, betrifft. Ich gehe dadurch auf jeden Fall wachsamer durchs Leben, lasse mich aber trotzdem nicht einschüchtern, mein Leben einzuschränken.",2017-09-05 13:19:10.576064,NULL,+1|retort,"[""coco27"", ""Winnetou""]",NULL,NULL
68,Was sind Ihre persönlichen Erfahrungen mit Terror? (68),Winnetou,"In meiner Stadt Schweinfurt in Unterfranken ist es noch verhältnismäßig ruhig. Trotzdem bin ich allgemein durch diese Entwicklung mit dem Terror und den Flüchtlingen doch etwas besorgt. Mal sehen, was die Zukunft bringt!",2017-09-06 11:34:47.51064,NULL,NULL,NULL,NULL,NULL
1,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),system,"<div class=wrap><img src=""/uploads/default/original/1X/b66a6075fd4037d5b392e37ba70d7b8cc4887798.jpg"" width=""690"" height=""244""></div> Der Neun-Punkte-Plan wurde in den Medien und in der Bevölkerung viel diskutiert. Uns interessiert: Wie würden Sie ihn genau bewerten, was wären Wörter, mit denen Sie ihn beschreiben können? ## Stimmen Sie jetzt ab! Ich finde den Neun-Punkte-Plan ... [poll type=regular max=20] * gut * schlecht [/poll] [poll name=poll2 type=regular] * Nutzlos * Nützlich [/poll] [poll name=poll3 type=regular] * Unüberlegt * Überlegt [/poll] [poll name=poll4 type=regular] * Beunruhigend * Beruhigend [/poll] [poll name=poll5 type=regular] * Unangenehm * Angenehm [/poll]",2017-07-31 10:12:50.566535,NULL,+1|retort,"[""anonym1"", ""JonErnst""]",NULL,NULL
2,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Fracking,"Reine Absichtserklärungen, die schon seit Jahren immer wieder geäußert wurden, es hat sich aber nichts wirklich getan, selbst die Zusammenarbeit der Polizeibehörden innereuropäisch ist eine Katastrophe.",2017-08-29 09:42:08.107437,NULL,+1|retort,"[""anonym1"", ""MissAH"", ""lukash2"", ""Kirschrotersommer86"", ""Anthes"", ""garda"", ""Winnetou"", ""den27""]",NULL,NULL
3,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Martin59,"Ich würde ihren Kommentar lediglich mit anderen Worten das"" Gleiche"" aussagen.",2017-08-29 12:01:43.793191,2,+1|retort,"[""kelch""]",-1|retort,"[""bernies""]"
4,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),NULL,Halte ich für dringend notwendig.,2017-08-29 19:10:44.52003,NULL,NULL,NULL,NULL,NULL
5,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),quappe76,"Viel geredet, ob was gemacht wird werden wir sehen. Ich glaube nicht dran",2017-08-29 19:46:26.752901,NULL,+1|retort,"[""MissAH"", ""lukash2"", ""Kirschrotersommer86"", ""garda"", ""88sa"", ""kelch""]",NULL,NULL
6,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),MissAH,"Vieles schon angefangen, aber nichts konkret umgesetzt. Reiner Wahlkampf",2017-08-30 08:17:27.310717,NULL,+1|retort,"[""lukash2"", ""garda"", ""Winnetou"", ""WS56"", ""kelch""]",NULL,NULL
7,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),BirgitK,Wenn es jetzt mal umgesetzt wird. Aber es dauert alles viel zu lange,2017-08-30 10:15:53.586414,NULL,+1|retort,"[""garda"", ""bernies"", ""kelch""]",NULL,NULL
8,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),winni,Es müsste alles nur viel schneller und ohne diese viele Hin- und Hergerede passieren,2017-08-30 10:19:58.829714,NULL,+1|retort,"[""garda"", ""kelch""]",NULL,NULL
9,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),krenz,Glaube nicht das er was bringt. Nur Verschwendung von Steuergeldern.,2017-08-30 12:27:21.691417,NULL,+1|retort,"[""Winnetou""]",-1|retort,"[""kelch""]"
10,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Snoopy,"Für mich kein ""Plan"", sondern Selbstverständlichkeit.",2017-08-30 15:15:52.375011,NULL,+1|retort,"[""garda"", ""Akuma"", ""kelch"", ""ClaudiaE"", ""Ich""]",NULL,NULL
11,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),garda,"Auch dieser Plan wird wieder zerredet werden von: * Datenschützern, * Berufsbedenkenträgern, * Menschen die Belgien und Frankreich bereits für Diktaturen halten weil dort Militär eingesetzt wird, * Menschen die absolut jeden Menschen dieser Welt hier aufnehmen würden egal wie das gehen soll und warum er/sie/es hier aufkreuzt, Diese Liste kann nach Belieben fortgesetzt werden. Wir werden uns daran gewöhnen müssen, dass Deutschland sicherlich nicht am Hindukusch wohl aber an den Grenzen der EU verteidigt werden muss.",2017-08-30 15:38:35.489294,NULL,+1|retort,"[""scratchy""]",NULL,NULL
12,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Stefanie37,Der 9 Punkteplan ist nicht wirklich ausreichend.,2017-08-30 18:26:03.050031,NULL,NULL,NULL,NULL,NULL
13,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),conTrax,"Eigentlich nichts Neues, diese Punkte sollten schon umgesetzt sein, da sie mit steigender Bedrohung schon in die Routine aufgenonmmen sein sollten.",2017-08-31 08:38:04.942409,NULL,+1|retort,"[""kelch""]",NULL,NULL
14,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Ketzerlehrling,"Wie in diesem Land üblich, an den Symptomen wird herumgedoktetr, ohne Sinn und ohne Verstand. Die Verursacher dieser ""Krise"" übernehmen für ihr Versagen keine Verantwortung, stattdessen wird der Dummmichel mit Platitüden gefüttert, mit Drohungen und Beschränkungen bestraft. Es ist ein Witz und eine Schande, wer dieses Land regiert, machtgeil, aber inkompetent und überfordert.",2017-08-31 10:17:42.676372,NULL,+1|retort,"[""scratchy"", ""WS56""]",NULL,NULL
15,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),callalina,"Der 9-Punkte Plan wäre nicht schlecht... er müsste nur umgesetzt werden. Klar, man braucht erst einen Plan bevor man handelt, doch wird hier in Deutschland zu lange diskutiert wie man vorgeht, Handlung erfolgt zu spät.",2017-08-31 11:00:11.070718,NULL,+1|retort,"[""kelch""]",NULL,NULL
16,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),schulten,wenn alle punkte rigoros umgesetzt werden ist der 9 punkteplan eine super sache,2017-08-31 13:38:18.99112,NULL,+1|retort,"[""lisa5953"", ""Akuma"", ""kelch""]",NULL,NULL
17,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Winnetou,"Die Bundestagswahl ist das eigentlich Entscheidende. Die danach im Amt befindliche Regierung kann erst dann konkrete Schritte unternehmen. Und die deutsche Bürokratie ist immer noch im Schnecken-Galopp des Faultiers Weltmeister geworden. Ich bin mal gespannt, was in der Realität von dem 9-Punkte-Plan übrig bleibt. Für mich ist das jetzt erst mal typisch Wahlkampf!",2017-08-31 13:46:15.675925,NULL,NULL,NULL,NULL,NULL
18,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),den27,"ob sich dieser Plan umsetzen läßt wage ich eher zu bezweifeln. Die Grundsubstanz ist verloren gegangen, viel zu viel wurde schleifen gelassen und müsste erstmal von Grund auf erneuert werden und das wird dauern",2017-08-31 18:07:13.257017,NULL,+1|retort,"[""Winnetou""]",NULL,NULL
19,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),scratchy,"Alles was da steht sollte doch entweder eh schon längst so sein oder ist beunruhigend. Für mich hohles Gelaber, jetzt noch kurz vor der Wahl macht Merkel lauter Dinge, die die Menschen seit Ewigkeiten fordern um ein tolles Bild zu machen. Sie hat bemerkt, dass die rechten Parteien wie AfD immer mehr Sympathisanten gewinnen, also macht sie jetzt auch noch was in die Richtung, damit sie da auch wieder mitspielen kann. Es gehört eine junge Partei an die Macht! Dazu müssen die Ränder gestärkt werden und wenn's nach mir geht der linke Rand statt der rechte. Was da alles mit Lobbygeldern läuft will ich nicht wissen... Die verdienen so unglaublich viel Geld und die Spanne von Arm und Reich wird immer größer ... Ich war immer im Mittelstand aber so langsam gehöre ich zu den armen weil es keinen Mittelstand mehr gibt ...",2017-09-01 09:40:34.233803,NULL,+1|retort,"[""kelch""]",NULL,NULL
20,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Winnetou,"In erster Linie wollen beim Bundestagswahlkampf alle Parteien erst mal so oder so an die Macht kommen. Darum wird dem Wähler viel versprochen. Was dann wirklich umgesetzt wird, bleibt abzuwarten!",2017-09-01 12:44:57.256698,NULL,+1|retort,"[""Akuma"", ""kelch""]",NULL,NULL
21,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),HGM,gut,2017-09-01 13:06:00.615606,NULL,NULL,NULL,NULL,NULL
22,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Akuma,"Ist nicht irgendwie Alles eine Verschwendung von Steuergelder? Und ich sag es so, wenn der Plan ausgeführt wird und nicht wieder nur Bla bla ist, dann denke ich sollte diese sogenannte ""Steuerverschwendung"" gut gehießen werden. Denn das würde doch die Bürger also das Volk eventuell mehr schützen.",2017-09-01 14:01:39.605228,9,+1|retort,"[""Winnetou"", ""krenz""]",NULL,NULL
23,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),VanZanDen,"Der Plan ist in meinen Augen nichts Neues, sondern etwas, was hätte schon vor vielen Jahren umgesetzt werden müssen! Dass er gerade zu der Zeit des (aufkeimenden) Wahlkampfes kommt, zeigt, dass er in erster Linie dafür dient, Stimmen zu gewinnen. Eine konsequente Umsetzung wird es in meinen Augen nicht geben.",2017-09-02 09:00:42.641393,NULL,NULL,NULL,NULL,NULL
24,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),LottaG,"Guter Plan. Und doch ist es für niemanden einfach, dem Bösen zu begegnen.",2017-09-02 09:51:13.063186,1,NULL,NULL,NULL,NULL
25,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Winnetou,"Nach der Bundestagswahl sind wir bestimmt schlauer - danach sieht man, ob wirklich etwas getan wird!",2017-09-02 14:15:18.699313,NULL,NULL,NULL,NULL,NULL
26,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),poisenangel,@ Winnetou: Ich denke da wird nicht viel passieren. Alles Show von den Politikern :),2017-09-02 16:07:23.556775,NULL,NULL,NULL,NULL,NULL
27,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),tiki,"papier ist geduldig, aber die praxis sieht anders aus - der plan ist besser als nix aber es mangelt an der basis, denn wer soll das denn umsetzen ...",2017-09-02 19:42:03.415222,NULL,NULL,NULL,NULL,NULL
28,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),ononon,"Viel geredet, ob wirklich was umgesetzt wird werden wir sehen. Ich glaube stark daran",2017-09-03 04:47:47.983861,NULL,NULL,NULL,NULL,NULL
29,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Rigobert,"ich finde es schwierig in dem Ja/Nein Schema zu antworten: ich finde nicht alle Vorschläge des 9 Punkte-Plans gut - die meisten schon, manche finde ich aber auch fragwürdig",2017-09-03 12:24:06.026348,NULL,NULL,NULL,NULL,NULL
30,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Winnetou,"Ich glaube überhaupt nicht an diesen 9-Punkte-Plan. Mich überzeugt das alles erst dann, wenn ich zügige und vollständige Umsetzung des Plans in der Praxis sehe!",2017-09-03 14:28:26.196988,NULL,NULL,NULL,NULL,NULL
31,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),cairomoon,Der 9-Punkte-Plan überzeugt mich nicht. Er ist mir auch nicht weitreichend genug. Wenn er dann wenigstens flott umgesetzt würde ! Daran glaube ich allerdings nicht.,2017-09-04 13:11:24.117995,NULL,NULL,NULL,NULL,NULL
32,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Winnetou,Momentan ist nur der Wahlkampf wichtig und vom 9-Punkte-Plan sehe und lese ich nichts.,2017-09-04 16:46:57.00069,NULL,NULL,NULL,NULL,NULL
33,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),candy76,"Der Grundgedanke ist gut, aber es ist wiedermal nur halb gearbeitet worden, denn es fehlen wichtige Punkte zur Umsetzung und entsprechende Gesetzesänderungen, die eine erfolgreiche Terrorbekämpfung möglich machen.",2017-09-04 19:11:47.828881,NULL,+1|retort,"[""krenz""]",NULL,NULL
34,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),David,Ich finde Ihn gut,2017-09-05 07:27:57.96528,NULL,NULL,NULL,NULL,NULL
35,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Winnetou,Ich finde den Plan unausgegoren. Einfach um zu zeigen wir machen was auf die Schnelle - Aktionismus ohne greifbaren Sinn!,2017-09-05 08:47:35.90143,NULL,NULL,NULL,NULL,NULL
36,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Tina2017,Mal sehen was die neue Regierung bringt.,2017-09-05 13:23:07.017036,NULL,NULL,NULL,NULL,NULL
37,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (36),Winnetou,Meine Hoffnung stirbt mit der neuen Regierung wahrscheinlich zuletzt - mal abwarten!,2017-09-06 11:19:54.47905,NULL,NULL,NULL,NULL,NULL
1,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (26),system,"<div class=wrap><img src=""/uploads/default/original/1X/7d2a8b741efa49d43a7e2479f3bb61984c3ffb94.jpg"" width=""690"" height=""460""></div> In der Schule werden die Lösungen von Aufgaben mit Noten bewertet. Warum nicht auch die Politik mit Schulnoten bewerten? Uns interessiert: Welche Note würden Sie den einzelnen Punkten des Neun-Punkte-Plans geben? Und wie bewerten Sie den Neun-Punkte-Plan insgesamt? ## Stimmen Sie jetzt ab! <br>**Punkt 1: Frühwarnsystem** _„Ein System, mit dem militärische Angriffe zu einem sehr frühen Zeitpunkt erkannt werden können. Soll verbessert werden, damit Behörden tätig werden können, sobald es in Asylverfahren oder Integrationsmaßnahmen Hinweise auf eine mögliche Radikalisierung gibt.“_ [poll type=number name=punkt1 min=1 max=6 step=1] [/poll] <br>**Punkt 2: Personal** _""Wo immer notwendig, soll auch der Bund mehr Personal zur Verfügung stellen oder technische Ausstattung liefern.“_ [poll type=number name=personal min=1 max=6 step=1] [/poll] <br> **Punkt 3: Information** _""Die bereits beschlossene zentrale Stelle für Informationstechnik im Sicherheitsbereich zur Entschlüsselung der Internet-Kommunikation sollte schnellstmöglich aufgebaut werden“._ [poll type=number name=information min=1 max=6 step=1] [/poll] <br> **Punkt 4: Bundeswehr** _""Die Bundeswehr soll nun auch im Landesinneren unter Führung der Polizei eingesetzt werden können. Es ist laut Merkel ""jetzt an der Zeit"" für Übungen für terroristische Großlagen. Unter Führung der Polizei soll auch die Bundeswehr eingebunden werden.“_ [poll type=number name=bundeswehr min=1 max=6 step=1] [/poll] <br> **Punkt 5: Forschung und Präventio**n _""Alle bestehenden Forschungsvorhaben zum islamistischen Terror und zur Radikalisierung von Menschen müssten fortgesetzt und gegebenenfalls erweitert werden.“_ [poll type=number name=forschung min=1 max=6 step=1] [/poll] <br> **Punkt 6: Europa** _""Auf europäischer Ebene sollten alle bestehenden Dateien schnellstmöglich vernetzt werden.“_ [poll type=number name=europa min=1 max=6 step=1] [/poll] <br> **Punkt 7: Waffenrecht** _""Das neue europäische Waffenrecht müsse schnellstmöglich verabschiedet werden. Auf nationaler Ebene werde rasch der Handel oder Kauf von Waffen online nicht mehr möglich sein.“_ [poll type=number min=1 max=6 step=1] [/poll] <br> **Punkt 8: Nachrichtendienste** _""Die Kooperation mit befreundeten Diensten soll verstärkt und Aufklärung beschleunigt werden.“_ [poll type=number name=nachrichtendienste min=1 max=6 step=1] [/poll] <br> **Punkt 9: Rückführung** _„Die Anstrengungen zur Rückführung von Flüchtlingen in ihre Herkunftsländer müssten verstärkt werden.“_ [poll type=number name=rückführung min=1 max=6 step=1] [/poll] <br> **Der 9-Punkte-Plan insgesamt** Welche Schulnote würden Sie dem ""9-Punkte-Plan"" insgesamt geben? [poll type=number name=insgesamt min=1 max=6 step=1] [/poll]",2017-07-31 10:14:25.116006,NULL,+1|retort,"[""mary1sissy1"", ""turm"", ""JonErnst""]",-1|retort,"[""MissAH"", ""anonym14""]"
