post_number,topic,user,raw,created_at,reply_to_post_number,key,value
40,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Michael1971,"Viele Punkte sind nicht richtig durchdacht. Sie verärgern den Bürger und die Freiheit wird eingeschränkt. Wenn die Menschheit mal tolerant wird, hätte man diese Probleme nicht.",2017-09-01 18:45:27.899694,NULL,+1|retort,"[""Arrival""]"
41,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Konstanze,"Der Plan ist schon richtig und auch durchdacht,aber die Umsetzung ist nicht einfach.Reden ist leicht, aber die Taten fehlen. Wir sind doch fast alle von den Ereignissen schockiert und es hört einfach nicht auf. Es müssen wirklich ganz gezielte Maßnahmen sofort umgesetzt werden, nicht nur auf dem Papier!",2017-09-01 19:09:32.139994,NULL,NULL,NULL
42,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Krereg,"Ich stimme ebenfalls zu, das die Umsetzung lange dauert ist klar, aber wie soll die Ausführung gehen darüber wird nicht gesprochen oder.....",2017-09-01 19:24:06.886836,4,NULL,NULL
43,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),susa1,"Ich bin für den neun punkte plan...würde ihn aber gern ergänzen, da terror ja nicht nur von flüchtlingen gemacht wird. Außerdem...meckern ist immer leichter als selbst konstruktives und durchführbares vorzulegen.",2017-09-01 20:05:03.720821,42,NULL,NULL
44,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),mrosengarth,Dieser Plan besteht mal wieder auf wenig Konkretem und wird die Regierung auch nicht mehr retten.,2017-09-02 04:51:17.211193,NULL,NULL,NULL
45,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Ampelmann,"Leider gibt es in Deutschland keine einzige Partei die real etwas echtes ändern könnte oder wollte. Weil dann viele Einflußreiche ertappt würden das sie Dreck anstecken haben. Weltweit gesehen ist Israel ein gutes Beispiel das man Terror nicht besiegen kann, die versuchen das schon seit ihrer Staatsgründung ohne Erfolg. Die tatsächliche Trennung zwischen Staat und Religion ist vielleicht ein weg weniger Terror zu erzeugen.",2017-09-02 20:13:33.379896,NULL,NULL,NULL
46,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Heidi3006,nur durch die schlechte Politik unserer Regierung wurde de Terror so manche Tür geöffnet,2017-09-02 20:28:29.630085,NULL,+1|retort,"[""Ampelmann""]"
47,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),miting1,"Alles zu spät drauf reagiert, furchtbare Fehler der Regierung, jetzt nur noch Schadensbegrenzung.",2017-09-03 03:40:29.33676,NULL,NULL,NULL
48,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),kikisworld,"Alles Merkel in die Schuhe schieben ist sehr einfach.Die Flüchtlinge haben sich ja nicht auf dem Weg gemacht weil die Bundeskanzlerin gesagt hat ihr seid willkommen. Diese Menschen waren auch schon vorher auf der Flucht. Damals wie heute wurden sie mehr oder weniger wie Vieh behandelt.Auch heute noch.Was so toll als Erfolg gewertet wird ist in Wirklichkeit eine menschliche Schande. Wo sind denn die Flüchtlinge.Untergebracht in unmenschlichen auffanglagern o.ä. Merkel hat das erkannt und wollte,konnte und musste als Mensch so handeln. Vielleicht hat sie nicht alles richtig gemacht aber sie ist nicht schuld an der Fluchtbewegung,das sind andere.",2017-09-03 11:04:59.260664,2,+1|retort,"[""Arrival""]"
49,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Moschkix,"Es nützt alles Diskutieren nicht, wenn nicht gehandelt wird !!!",2017-09-03 16:15:07.476564,NULL,NULL,NULL
50,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Betty,"Grundsätzlich ist der Plan nicht schlecht, aber die besten Pläne nützen nichts bei der mangelhaften und langsamen Umsetzung. Das kommt alles viel uzu spät und dauert zu lange",2017-09-04 11:17:13.328995,NULL,+1|retort,"[""Konstanze""]"
51,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),thr79,was genau????,2017-09-04 12:48:55.387243,28,NULL,NULL
52,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Blond2811,"Ich denke der Gedanke dahinter ist super! Jetzt muss aber auch danach gehandelt werden, sonst macht die Politik sich unglaubwürdig. Nicht nur Phrasen dreschen, sondern handeln!",2017-09-05 18:46:18.191682,NULL,NULL,NULL
53,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Josphat,"wird nicht umgesetzt, nur Versprechen vor der Wahl, nach der Wahl dann wieder weiter so",2017-09-06 15:57:43.221076,NULL,NULL,NULL
54,Wie bewerten Sie den 9-Punkte-Plan insgesamt? (54),Konstanze,Das sehe ich auch so!,2017-09-07 16:53:26.223057,50,NULL,NULL
1,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),system,"<div class=wrap><img src=""/uploads/default/original/1X/7d2a8b741efa49d43a7e2479f3bb61984c3ffb94.jpg"" width=""690"" height=""460""></div> In der Schule werden die Lösungen von Aufgaben mit Noten bewertet. Warum nicht auch die Politik mit Schulnoten bewerten? Uns interessiert: Welche Note würden Sie den einzelnen Punkten des Neun-Punkte-Plans geben? Und wie bewerten Sie den Neun-Punkte-Plan insgesamt? ## Stimmen Sie jetzt ab! <br>**Punkt 1: Frühwarnsystem** _„Ein System, mit dem militärische Angriffe zu einem sehr frühen Zeitpunkt erkannt werden können. Soll verbessert werden, damit Behörden tätig werden können, sobald es in Asylverfahren oder Integrationsmaßnahmen Hinweise auf eine mögliche Radikalisierung gibt.“_ [poll type=number name=punkt1 min=1 max=6 step=1] [/poll] <br>**Punkt 2: Personal** _""Wo immer notwendig, soll auch der Bund mehr Personal zur Verfügung stellen oder technische Ausstattung liefern.“_ [poll type=number name=personal min=1 max=6 step=1] [/poll] <br> **Punkt 3: Information** _""Die bereits beschlossene zentrale Stelle für Informationstechnik im Sicherheitsbereich zur Entschlüsselung der Internet-Kommunikation sollte schnellstmöglich aufgebaut werden“._ [poll type=number name=information min=1 max=6 step=1] [/poll] <br> **Punkt 4: Bundeswehr** _""Die Bundeswehr soll nun auch im Landesinneren unter Führung der Polizei eingesetzt werden können. Es ist laut Merkel ""jetzt an der Zeit"" für Übungen für terroristische Großlagen. Unter Führung der Polizei soll auch die Bundeswehr eingebunden werden.“_ [poll type=number name=bundeswehr min=1 max=6 step=1] [/poll] <br> **Punkt 5: Forschung und Präventio**n _""Alle bestehenden Forschungsvorhaben zum islamistischen Terror und zur Radikalisierung von Menschen müssten fortgesetzt und gegebenenfalls erweitert werden.“_ [poll type=number name=forschung min=1 max=6 step=1] [/poll] <br> **Punkt 6: Europa** _""Auf europäischer Ebene sollten alle bestehenden Dateien schnellstmöglich vernetzt werden.“_ [poll type=number name=europa min=1 max=6 step=1] [/poll] <br> **Punkt 7: Waffenrecht** _""Das neue europäische Waffenrecht müsse schnellstmöglich verabschiedet werden. Auf nationaler Ebene werde rasch der Handel oder Kauf von Waffen online nicht mehr möglich sein.“_ [poll type=number min=1 max=6 step=1] [/poll] <br> **Punkt 8: Nachrichtendienste** _""Die Kooperation mit befreundeten Diensten soll verstärkt und Aufklärung beschleunigt werden.“_ [poll type=number name=nachrichtendienste min=1 max=6 step=1] [/poll] <br> **Punkt 9: Rückführung** _„Die Anstrengungen zur Rückführung von Flüchtlingen in ihre Herkunftsländer müssten verstärkt werden.“_ [poll type=number name=rückführung min=1 max=6 step=1] [/poll] <br> **Der 9-Punkte-Plan insgesamt** Welche Schulnote würden Sie dem ""9-Punkte-Plan"" insgesamt geben? [poll type=number name=insgesamt min=1 max=6 step=1] [/poll]",2017-07-27 12:12:14.461467,NULL,NULL,NULL
2,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),nicolehh,"Wichtig ist vor allem, das die europäischen Behorden vernetzt werden und neue Erkenntnisse sogleich für alle Sicherheitsbehörden der Länder der EU verfügbar sind und das auch mit ausländischen Geheimdiensten eine enge Kooporation stattfindet.",2017-08-31 09:08:57.432878,NULL,+1|retort,"[""Konstanze""]"
3,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Maxim,"Ich würde den neun Punkte Plan gut finden, wenn er nicht nur auf dem Papier stehen würde. Warum laufen in Deutschland noch 150 hochgradig gefährliche Islamisten rum, müssen die erst wieder jeder für sich hunderte Menschen verletzen oder töten? Es ist den Behörden bekannt, wie schon einmal, und trotzdem sind diese 150!!! auf freiem Fuß. Ich habe Angst, dass Deutschland ein Polizeistaat wird, und ich als Frau nach 18 Uhr nicht mehr auf die Strasse gehen kann. Also liebe Regierung setzt auch mal um was Ihr vorschlagt.",2017-08-31 09:49:50.992128,NULL,+1|retort,"[""Ampelmann""]"
4,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),SimbasFrauchen,Es ist wichtig das endlich gehandelt wird.Gefährlichen Islamisten müssen sofort eingesperrt und in ihr Land abgeschoben werden.Es sind viel zu viele Terrorverdächtige in unser Land gekommen.,2017-08-31 10:31:20.022235,NULL,+1|retort,"[""Realitaet""]"
5,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),thr79,"Es gibt nicht nur Islamisten die kriminell sind ;) Da fängt es schon an, da mangelt es schon an Aufklärung...... DIE NSU und die RAF waren beide 0,000 Islamistisch.... nur mal als Beispiel.... alle die hier scheisse bauen müssen gehen.... ob Syrer oder Serbe....... Alle die sich integrieren und Deutschland wirklich zu ihrer Heimat machen wollen sind willkommen! Allerdings gehört zu Integration auch, das man selbst auch mithilft.... diese Menschen mitnimmt in Vereine etc. Und aus eigener Erfahrung kann ich sagen... das klappt..... wir haben knapp 1000 Einwohner.... bei uns ist jeder Ausländer integriert und es gibt keinen Hass!",2017-08-31 12:14:37.794497,4,NULL,NULL
6,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),anonym8,"Handel und Kauf von Waffen national nicht mehr möglich,wie soll das funktionieren? Das Internet wird immer eine Möglichkeit finden. Das hätte schon vor Jahren schon passieren müssen,wer weiß ,wer da wieder von wem profitiert. Mehr Polizei,woher denn? Wurde doch schon rationalisiert,wie in jedem Beruf. Und die,die noch übrig sind,sind am Limit.(s.Hamburg.Die Oberen waren gut geschützt und der normale Bürger,das totale Chaos.Absolutes Versagen der Führung.",2017-08-31 13:34:37.748409,NULL,NULL,NULL
7,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Roxy,"Leider ist nicht erklärt, ob die Note ""1"" gut ist oder die Note ""6"". Im Schulsystem ist die Note ""6"" sehr schlecht. In Umfragen ist die Note ""6"" die bessere.",2017-08-31 17:36:19.350544,NULL,NULL,NULL
8,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),heideulm,"eine gut funktionierende Vernetzung gesamt Europas ist wünschenswert und schon lange, lange fällig. Doch Brüssel/ Europa ist ja schon untereinander nicht einig. Wie soll dies national funktionieren? Mehr Polizei ist wünschenswert, doch die Politiker, die immer weniger Polizei wollten und durchsetzten schreien jetzt auf einmal nach mehr Polizei!! Und dann diese unsägliche Abschiebepolitik; es muß konsequenter Abgeschoben werden wenn Terrorverdacht besteht. Weshalb dieses ewige Zögern? Außerdem finde ich die Flüchtlingspolitik im Allgemeinen als zu langsam und inkonsequent.Die Integration scheitert an unserem unsäglichen Behördenapparat. Vorschriften, Vorschriften und immer mehr Vorschriften. Wozu?",2017-08-31 20:34:52.101905,NULL,NULL,NULL
9,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Dani205,"Note: ausreichend. Ideen gut, aber nicht ausreichend durchdacht und ausgearbeitet, sondern einfach aus der Schublade gezogen ""was hatten wir mal für Ideen, aber konnten se noch nicht ausreichend bewerten? Ach, einfach raus holen und umsetzen, nicht lange zögern.""",2017-09-01 05:09:59.751106,NULL,NULL,NULL
10,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Cocos89,"ich finde, dass besonders der Punkt mit der Rückführung in die Herkunftsländer umgesetzt werden sollte, denn es sind viele noch im Land, die längst hätten zurück gehen sollen. Des Weiteren sollten durch das Frühwarnsystem mögliche Angriffe verhindert werden !!",2017-09-01 10:17:10.444908,4,+1|retort,"[""Konstanze""]"
11,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Matze,Am wichtigsten finde ich Punkt 1 und 7 aber die anderen Punkte sind auch wichtig,2017-09-01 10:53:05.978006,1,NULL,NULL
12,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Konstanze,"Ich finde alle Punkte sehr wichtig, die Ideen sind gut, aber die Umsetzung müsste viel intensiver durchgeführt werden. Punkt 2, 7, und Punkt 9 sind für mich die WICHTGSTEN!",2017-09-01 12:20:34.538836,NULL,NULL,NULL
13,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Estano,Finde alle Punkte sehr wichtig.,2017-09-01 12:35:51.500619,7,+1|retort,"[""Konstanze""]"
14,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Friese,es wird schwierig werden da eine einihgung herbeizuführen und es umzusetzen,2017-09-01 13:59:33.22002,NULL,NULL,NULL
15,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Realitaet,"Das sehe ich auch so. Es müssen wirklich alle genau überprüft werden, die in unser Land kommen. Mehrfach Meldungen darf es nicht geben, so das verdächtigte schneller erkannt werden können. Dies müssen dann auch konsequent ausgewiesen werden",2017-09-01 18:37:32.498973,4,+1|retort,"[""Konstanze""]"
16,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),mrosengarth,Ich befürchte einen ähnlichen Missbrauch der Macht wie in den späten 1970ern im Kampf gegen die RAF.,2017-09-02 04:53:33.963933,NULL,NULL,NULL
17,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Konstanze,"Wenn ich dem 9 Punkte-Plan eine Schulnote geben soll, dann wäre das für die Theorie eine 2. Aber wem hilft die 2? An der Umsetzung hapert es und die ist so enorm wichtig!",2017-09-02 14:06:38.690607,NULL,NULL,NULL
18,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Ampelmann,"Terroristen dürfen nicht abgeschoben werden, denn in dem Abgeschobenen Land könnten sie auch Menschen töten. Die Leute haben jeden Respeckt vor dem Leben verloren und müßen unschädlich gemacht werden!",2017-09-02 20:21:02.131379,4,NULL,NULL
19,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Moschkix,alle Punkte sind wichtig.,2017-09-03 16:17:48.520794,NULL,NULL,NULL
20,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),karina64,am wichtigsten finde ich punkt 1.zu punkt 8 sollte eine kooperation mit allen diensten seinund nicht nur -BEFREUNDETE-,2017-09-04 08:24:54.39286,NULL,NULL,NULL
21,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Betty,"Ich finde generell alle Punkte wichtig, aber manche sind einfach nicht umzusetzen, wie z.b. Der Waffenpunkt",2017-09-04 11:23:52.961071,NULL,NULL,NULL
22,Welche Schulnote würden Sie dem 9-Punkte-Plan geben? (22),Blond2811,"Es darf nicht so sein wie sonst. Das Papier ist geduldig... aber, wenn es um die allgemeine Sicherheit geht, muss auch wirklich reagiert und gehandelt werden.",2017-09-05 18:49:42.217779,NULL,NULL,NULL
1,Welche Punkte würden Sie ergänzen? (58),system,"<div class=wrap><img src=""/uploads/default/original/1X/c6f7ab6b050219fff081fe2cd42663a89300518f.jpg"" width=""690"" height=""460""></div> Der Neun-Punkte-Plan thematisiert bereits eine große Anzahl an Punkten, um den Terror zu bekämpfen. Allerdings gibt es durchaus noch einige andere Optionen, die nicht aufgegriffen werden. Uns interessiert: Sind wirklich alle relevanten Dinge im Plan enthalten oder fehlen noch welche? Welche Punkte würden Sie ergänzen, um die Bedrohung durch Terror noch effektiver zu bekämpfen? Klicken Sie dazu einfach auf Antworten und nennen Sie uns Ihre Ergänzungen. ## Machen Sie mit!",2017-07-27 12:14:08.945341,NULL,NULL,NULL
2,Welche Punkte würden Sie ergänzen? (58),DietmarBartsch,Wir brauchen eine friedliche Außenpolitik + einen sozialen Aufbruch,2017-07-27 12:14:29.840952,NULL,+1|retort,"[""uhrentoaster"", ""pere"", ""zigeunerin"", ""ErhardJakubik"", ""Joern"", ""Lea"", ""Roxy"", ""Mucki"", ""whisky"", ""Steffen"", ""suedhang"", ""Krereg""]"
3,Welche Punkte würden Sie ergänzen? (58),buddel6,Keine unüberlegten Handlungen.,2017-08-29 13:56:45.710766,NULL,+1|retort,"[""heideulm"", ""Dani205"", ""whisky"", ""Steffen""]"
4,Welche Punkte würden Sie ergänzen? (58),mcpib,"Neutralere Positionierung Deutschlands in Konflikten, vermehrt als neutraler Ansprechpartner dienen um in Krisen als Vermittler auftreten zu können. Hierbei sollten keine eigenen Werte verraten, allerdings auch keine zu harte einseitige Position bezogen werden. Somit schützt man zum einen das eigene Volk, da Deutschland somit nicht mehr ein primäres Ziel darstellt, zum anderen befindet man sich im Austausch mit den unterschiedlichen Lagern und kennt daher deren Anspechpartner und ggf. Netzwerke. Alles was man verbietet und bekämpft agiert im Untergrund und ist nur schwer zu ermitteln.",2017-08-29 15:05:31.28118,NULL,+1|retort,"[""Roxy"", ""Sevoo"", ""Steffen""]"
5,Welche Punkte würden Sie ergänzen? (58),LiliRush,Es muß auf jeden Fall was passieren und es muss durchgegriffen werden sonst sieht es irgendwann böse für uns aus,2017-08-30 05:20:29.110504,NULL,+1|retort,"[""Mucki"", ""Realitaet""]"
6,Welche Punkte würden Sie ergänzen? (58),thr79,"Kriegsspiele verbieten,..... zumindest von Kindern fernhalten.... am besten komplett weg...... auch Amokläufer haben immer solche Mist gespielt! Sollen nach Syrien aufräumen helfen gehen... dann vergeht ihnen die Lust darauf.",2017-08-30 11:04:12.012366,NULL,+1|retort,"[""heideulm"", ""Sevoo""]"
7,Welche Punkte würden Sie ergänzen? (58),thr79,Kriminelle Flüchtlinge sofort abschieben... ohne überlegung ob das herkunftsland sicher ist..... wer hier andere gefährdet darf nicht erwünscht sein.... alle anderen welcome.,2017-08-30 11:05:18.646691,NULL,+1|retort,"[""BlueBayou"", ""heideulm"", ""Realitaet""]"
